label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.0,0.0,0.0,0.3686950213155664,-0.2684422857187382,-0.10764571920557998,0.5926593000579042,-0.730977440142688,-0.13806352321947138,0.638757311422115,-1.137771777765677,-0.1775952180912582,0.6390465833279333,-1.4603152642429336,-0.2029694178076364,0.31534519207512707,-1.0449481820890396,-0.01873678407669924,0.3160818548522322,-1.3092336141781225,-0.22126536789847867,0.2754183147017078,-1.0739583136269215,-0.3377183516614799,0.27141385997158685,-0.8285123272684658,-0.3723527124932154,0.023557682974116433,-0.9992362751753916,-0.031175341962842964,0.03752608398558219,-1.2188218434450524,-0.2660743470827984,0.040152411401684386,-0.9005306131257118,-0.34617700130580314,0.05579025451367808,-0.6031102690959376,-0.3359228382863205,-0.21834308823351178,-0.9199629028328115,-0.07455548251199573,-0.19145550973337902,-1.0650282692631943,-0.32587209511162507,-0.15810956821732725,-0.7147896535487288,-0.32453324217888707,-0.12777973575318377,-0.42237865726088375,-0.24398442281300994,-0.43004517991734637,-0.8029346438672789,-0.1237074983649292,-0.37648983687941173,-0.9232076102340212,-0.31043435216329596,-0.3395463824668479,-0.6579873559408247,-0.30494717462778687,-0.3030082355833402,-0.4312856170728047,-0.24160456895225368
A,0.0,0.0,0.0,0.3625386389571785,-0.27734874455681763,-0.10578029114273703,0.5482656876974035,-0.6979512915305575,-0.1576121700322173,0.5491323418235831,-1.0627642381060776,-0.22406919700800265,0.48177887997748564,-1.3378571400051833,-0.2674209378137329,0.2913574147530075,-1.0375789910258673,-0.012326355464258778,0.36184704224995606,-1.2359294782080277,-0.24420315327152944,0.3739885931803923,-0.9522485710809737,-0.3831979795460617,0.3675534344985915,-0.7033214776129219,-0.4345785909845677,0.037186512270797396,-0.9980680519578761,-0.04977275325059133,0.16778246427370166,-1.1651396152473334,-0.3105865602094794,0.22543606647678957,-0.7999052119405569,-0.39362123999244325,0.23313523564533423,-0.5247051173479254,-0.388011459055674,-0.19150418337049377,-0.9207425521529934,-0.1218875071120537,-0.01248926772151544,-1.0217988836326413,-0.37942726072707644,0.04933837480262423,-0.6565955350323783,-0.35413862785269085,0.05213329838885073,-0.41259426956816,-0.26308251138213984,-0.4083324607329461,-0.8009747408289798,-0.20500643327789067,-0.21254368708230573,-0.8289926807330684,-0.3711315474327328,-0.14364924034001858,-0.5802232588444197,-0.34394731848642757,-0.1312158471097593,-0.4189464558294687,-0.27547468818242205
A,0.0,0.0,0.0,0.36721539633535644,-0.26019551782145267,-0.11191359134103077,0.5646108945253192,-0.6938298081329765,-0.15959158377428107,0.5699601353547294,-1.0645553868433504,-0.21995353008632715,0.5098809211573109,-1.3422245594001652,-0.25831865189333647,0.30468571624130797,-1.0327985917078424,-0.011897729198660759,0.37341337757301335,-1.2274604687253758,-0.24844725385848496,0.37816318037620056,-0.9423283048324022,-0.39129599235510415,0.3716097437538934,-0.6872705681574506,-0.4431431500116836,0.05180097263721326,-0.997769309872903,-0.04210776068124997,0.1807185954902623,-1.1587245859766104,-0.30250934288066633,0.22232622000507282,-0.7908027522900597,-0.38318048649140873,0.2292904856739928,-0.5126902277279686,-0.37499068561619375,-0.1758331393055861,-0.9211025404347147,-0.10878805491509609,-0.010832926008389096,-1.0237150139853393,-0.3680747812240969,0.04026656630850415,-0.659589540529407,-0.3453456460847654,0.04585688810287798,-0.40808309331477255,-0.25405270366476507,-0.3958762234318373,-0.804078648197171,-0.18667894650352224,-0.21253765576968,-0.8524551588225359,-0.35624518975197844,-0.1433479024379293,-0.5995698107024808,-0.33228695276218617,-0.12344433534858726,-0.4228405369373615,-0.26450647726286053
A,0.0,0.0,0.0,0.3625775193790925,-0.2694816099820994,-0.1200041226841654,0.5552682072144356,-0.711982851262819,-0.17040573780487064,0.5593637465232787,-1.0889235398622696,-0.2330288822428998,0.5067499042146829,-1.3823216867196857,-0.27515717426868247,0.2927004748908233,-1.0382057666021367,-0.018661857268692184,0.3645366818030244,-1.2618945314471317,-0.2576836084691056,0.3790365952315708,-0.9875933165464721,-0.4002666875155489,0.3812644700793138,-0.7317456571304035,-0.4509835809875778,0.03627064711783582,-0.9981456207516878,-0.04888517087912522,0.16168293315654544,-1.1957945429740027,-0.3199241864763453,0.20741054828992755,-0.8157147704189371,-0.40446362240339556,0.21749819869213605,-0.5253913573015181,-0.39419542691381354,-0.1992398304826517,-0.9195462313148394,-0.11517112456276954,-0.03829717617374285,-1.053462172116239,-0.38964048110958444,0.008105864855598343,-0.6691763840032519,-0.3616958343994073,0.0110539091085973,-0.4058754111368361,-0.2605959427513771,-0.43030411037278404,-0.8018584848305855,-0.19208967097138435,-0.2475474870734674,-0.8771670897058603,-0.3712949510357816,-0.18288582646661214,-0.6163390755162014,-0.33819386624716874,-0.17336224592318006,-0.4314993653542822,-0.25997022488330257
A,0.0,0.0,0.0,0.3684156028417099,-0.2602137524706502,-0.11190795577919062,0.5727897882724509,-0.6844066241216555,-0.1623027412310004,0.5847019049261387,-1.0545717896231113,-0.2257627966156648,0.5176419549724639,-1.3362769424547687,-0.2681474195312311,0.31514589986464775,-1.0334865687617032,-0.018863281592398744,0.3938923525611425,-1.2462099580952946,-0.25185962780230936,0.3985967376729065,-0.9608638335744412,-0.3859386367395651,0.38429048264272414,-0.7003889745754815,-0.43075777708896834,0.06373084171773048,-0.996629471149897,-0.05165343211661937,0.1960366469336229,-1.1827321564019095,-0.3153372743706182,0.23419642288557324,-0.8059532022503971,-0.39477955610904764,0.23444958700997964,-0.5222056106150725,-0.38272900583733255,-0.16890514700103573,-0.91807326384689,-0.11909421801056441,0.0004010913970987976,-1.0514494320887655,-0.3879814478434151,0.04765516801804483,-0.6711398312022713,-0.36351270086932125,0.04768371103207104,-0.4101452411479127,-0.26743347188039285,-0.3987938085697484,-0.7984378266572949,-0.1960858027697062,-0.2143736719445506,-0.8644147553787666,-0.3788427193525873,-0.14621841485263498,-0.5985673565397076,-0.3536544402249109,-0.13304047757691498,-0.41166224029337545,-0.2812526341712148
A,0.0,0.0,0.0,0.3895573842559531,-0.2538070230149026,-0.10560629545749635,0.6162953845650069,-0.6861390019549479,-0.1537565439136512,0.6384554473712902,-1.0647936983205122,-0.2151764238458973,0.5656455183604482,-1.352617519152985,-0.2567187605975382,0.35757000091992003,-1.023282866720134,-0.022821591804839465,0.4275459907599245,-1.24420600699392,-0.25341559475600467,0.42154527573958717,-0.9566423577331649,-0.38757291326788607,0.4008016743711216,-0.6995403786364075,-0.4346885176297389,0.10102863566397798,-0.9931807109838512,-0.05818324591741938,0.21649704763208125,-1.1754213692044857,-0.3215812770081828,0.25017148100347036,-0.7899499998082609,-0.40541349915100167,0.2439634417619206,-0.499605639837874,-0.4009907412279284,-0.1374714571656743,-0.9191198496162206,-0.12626410721926004,0.010641372986569064,-1.0594799988567416,-0.38459535888131274,0.06331620738115601,-0.6775985652247583,-0.36102216935584325,0.06025715882307059,-0.4145757773179226,-0.2729391019752181,-0.3751468264388859,-0.8057333183694589,-0.20379155152098669,-0.21695742935859708,-0.8711089209406118,-0.3768978119842999,-0.1433209982747109,-0.6077168367647414,-0.3533436779938683,-0.12298061202764742,-0.4234030633688829,-0.2877708823942982
A,0.0,0.0,0.0,0.38215858764615046,-0.23573645892425563,-0.11154554886294424,0.623863724484913,-0.673013453687489,-0.15559959548171692,0.6504891809077933,-1.0494761208427121,-0.21041560515741095,0.5874741567464702,-1.3384972409920077,-0.24565127425244887,0.3758937299254298,-1.0179649568851883,-0.028249080823973757,0.42562549274378814,-1.2498474264518025,-0.251393960804402,0.41653257121016407,-0.9648365708044983,-0.37978987440413875,0.39873382709032285,-0.7126499177369079,-0.42366972492249344,0.11969593086832962,-0.9911244175077956,-0.05783833636436292,0.20956811674310835,-1.1714404968764902,-0.3142615089557115,0.23981245720976893,-0.7823702915246217,-0.39549706901447484,0.23417924825944295,-0.4933073636815918,-0.38860156993766637,-0.1173554555799414,-0.9189698789011566,-0.11972475349068003,0.007469221524559297,-1.0592623952730253,-0.37662461013371457,0.05309753401754267,-0.672365434434608,-0.3565665190588836,0.04878126741984576,-0.40760184337994276,-0.2702246592139737,-0.3547095700274207,-0.8067912735905384,-0.1910962635864716,-0.2102156322888359,-0.872576435242121,-0.3706261820154585,-0.14361144280578458,-0.6010382348274692,-0.35318846999783454,-0.12193465731172604,-0.4094630413118473,-0.2894687595288702
A,0.0,0.0,0.0,0.3977264087760851,-0.22236236162307516,-0.11670977859515032,0.6549265198035513,-0.6682658076933146,-0.16071103165631126,0.6840365240576057,-1.0673791970004027,-0.21480279516303846,0.6167921904392724,-1.3681696733724018,-0.25080567535091236,0.39562461196913795,-1.0113597168290676,-0.036797473896481636,0.4483719975999822,-1.2602888901399054,-0.2614639414587461,0.4416184976757679,-0.9755674309943136,-0.39179987827463425,0.4215702048712322,-0.7208844474092649,-0.4383410657616026,0.13460187939086804,-0.9887417714082467,-0.06536087160472025,0.222618010464306,-1.1874609594047822,-0.3243951388308426,0.255070406108088,-0.7935553291909441,-0.41088909299843496,0.24272817502753297,-0.49741734578845076,-0.4086243562567641,-0.11165693514326169,-0.9182872150081135,-0.1255597273684462,0.011283565796735071,-1.0807159836914104,-0.38786901405663066,0.05893403493181445,-0.6822912138943522,-0.36884404064823706,0.051465718731656084,-0.4080345070581341,-0.28266118953112807,-0.3633112303193517,-0.8064338699415169,-0.19470495558578485,-0.22338890624919155,-0.8869577259635586,-0.37974153325284044,-0.14866677820383636,-0.6126491521636716,-0.36297961815011065,-0.1240236516432137,-0.41783946946418704,-0.29952548923028793
A,0.0,0.0,0.0,0.3988905145012708,-0.220077809226225,-0.10819425205955988,0.6522345928515271,-0.6805079993184985,-0.14861156858244362,0.6771091121824749,-1.0853504184153193,-0.20061188181695166,0.6210115346828777,-1.3866404834505925,-0.236962676217217,0.3983084477735056,-1.013771884992829,-0.03443367822517435,0.44800727620648884,-1.2794593112841115,-0.2621448992393717,0.4451769070063017,-0.9921809552352162,-0.39853915965029835,0.42983701791702034,-0.7291776508900657,-0.44865275379698455,0.12781903739380732,-0.9894005306013549,-0.06891214497806429,0.21163159860283953,-1.2092790928874504,-0.3247648253241101,0.24422733535768815,-0.8096715550643,-0.40828572222061604,0.23646228360695895,-0.5109140514693671,-0.40446984444672474,-0.12397782205069624,-0.9137824647146778,-0.13456143814444424,-0.007854048717320407,-1.0925195889837678,-0.3929403206326577,0.03852559135569116,-0.691959916449385,-0.3674157581595371,0.033017343280162766,-0.4189754030540909,-0.27773192095006044,-0.37686310111348087,-0.7950896013352715,-0.2086340451400064,-0.24868541922744034,-0.9006362844362229,-0.38803313415985347,-0.1765848588218105,-0.6236702858519665,-0.3615180487317021,-0.1529164476351135,-0.426052388704906,-0.29228139742784787
A,0.0,0.0,0.0,0.3772434443953342,-0.25287954485524344,-0.1164016691625974,0.6259137430210777,-0.6946739045023027,-0.16111866283348683,0.662323243735798,-1.0909558558443464,-0.21452127817235392,0.5924181310761593,-1.3951395156572814,-0.25114361043023664,0.35637983043183663,-1.018122745507104,-0.052232958899109394,0.41930289717019265,-1.2832525492156948,-0.2715691328237677,0.40785657985574564,-0.9987874190849396,-0.3935000277475921,0.3922912600805694,-0.7417947282967337,-0.4332502116931213,0.09061273001989273,-0.9928502309584195,-0.07770297320022594,0.19779810259085517,-1.1921436115704676,-0.3347669073176862,0.2215210331336,-0.8009709482933612,-0.40807343140798874,0.21250517484238438,-0.49578435810035787,-0.3947437745563451,-0.15792393329044427,-0.9229745340405187,-0.13388199032820974,-0.02566064261614032,-1.0722415875712727,-0.3962427461831181,0.017621759638753707,-0.6800041010638351,-0.36464684543256265,0.01653856820769913,-0.4007440930887473,-0.2677148221250906,-0.4124449031552435,-0.8149797627116006,-0.1983222554722267,-0.2648832971307689,-0.9222585735210247,-0.3848670066834065,-0.19808507245142948,-0.648273966034806,-0.3566451979925117,-0.175626087083088,-0.4438074079640007,-0.2824782634563755
A,0.0,0.0,0.0,0.36836727518991486,-0.2247897367191988,-0.11913344148702541,0.6172672322912351,-0.6776743874901354,-0.15665255988505924,0.6576142944329368,-1.0766719448361928,-0.2036507161445474,0.6189767418113301,-1.3919001715809365,-0.23321997272785788,0.37209283253983233,-1.0184361250919725,-0.02918927055782004,0.4311486893602066,-1.2913958408255688,-0.2654533742148382,0.41665446002861983,-0.978253231843101,-0.4026666599744723,0.4046418722720955,-0.7068017168888834,-0.4477981015425138,0.105100117801952,-0.9929768939306515,-0.054321757683746516,0.19124303455132602,-1.2148818333346898,-0.3138507170534557,0.21476143953126087,-0.8138231489956147,-0.3935847560843011,0.21191674248664427,-0.5183479387396771,-0.3824083531638812,-0.15130316508970984,-0.9176780053760492,-0.11435418392829504,-0.051532615459426986,-1.0820225050957977,-0.3879567571240464,-0.00487043353040934,-0.6712798745497295,-0.36174779892468933,0.002893678583133184,-0.392778382165781,-0.26301467558889424,-0.4098398362001679,-0.8041299178266501,-0.1820882926915357,-0.2926232467193432,-0.9233092675294604,-0.3767545177877057,-0.22332405837435662,-0.638192037893784,-0.34832793388847716,-0.19260752026714495,-0.4331736184580018,-0.27011908442612487
A,0.0,0.0,0.0,0.42819755286619504,-0.2352856394498288,-0.11938206730844499,0.681366841418793,-0.6664299345642085,-0.15892141238325133,0.7128302346622641,-1.068542825480917,-0.20741819878284576,0.664584940037501,-1.3675608638540089,-0.23921313773216293,0.428524938608579,-1.021349223732721,-0.008103578432155801,0.45437434278698885,-1.270294289225014,-0.22734117696560105,0.4421655602633607,-0.9757020461255131,-0.363766130259418,0.44169829152195816,-0.7208801359906994,-0.415398176275797,0.15331176692437284,-0.9877252198728806,-0.02990638977871244,0.22639995749476216,-1.1995294551586335,-0.27696272616907885,0.2402242939586998,-0.8138704034640101,-0.3643248505553046,0.23124607818223206,-0.5261832938615176,-0.36285722897420875,-0.10299501342052596,-0.9104061773573198,-0.08506823666197913,-0.012718800808251067,-1.0800889900846293,-0.34146131933829615,0.01573291417201717,-0.6906959822430888,-0.3211118265277305,0.008757703892134755,-0.42105837914839145,-0.23143838585694712,-0.36359298209121743,-0.7983772114141021,-0.14922298179438012,-0.26786863781890713,-0.908039530176632,-0.332087704107881,-0.20070856428623016,-0.6389898685845795,-0.3091688758155835,-0.16932931729555356,-0.4396151982735169,-0.23735449649604928
